Passage,Metadata,Embedding
"Plaintiff claims the following reliefs endorsed on its writ issued against the Defendant: a) Recovery of the sum of €74,793 being the value of a BMW 7 series vehicle damaged in the custody of the Defendant b) Interest on the said amount from 6th of November, 2014 to date of final payment General damages for negligence c) Damages for loss of use of the vehicle from 6th of November, 2014 until date of receipt of full value for the vehicle. d) Cost including lawyers’ fees (with liberty to apply) In the statement of claim, Plaintiff states that it has been a long standing customer of Defendant, who is the sole agent and representative of BMW AG and Ford Motors in Ghana. Plaintiff avers that it purchased a BMW 7 series saloon vehicle with registration No GR 437-10 for the use of its Chief Executive Officer (CEO), George Wiredu. Plaintiff notes that the said vehicle for some inexplicable reason suffered a battery fire which caused the Plaintiff to tow the vehicle to the workshop of the Defendant. Plaintiff claim to rely on the doctrine of res ipsa loquitor for the exact cause of the battery fire as it subsequently came to its attention that Defendant had recalled several vehicles worldwide to rectify problems responsible for battery fires","{""booksReferredTo"": [], ""caseId"": {""number"": ""CM/0103/2016"", ""type"": ""SUIT""}, ""casesReferredTo"": [], ""combinedCounsel"": [""COUNSEL FOR PLAINTIFF \u2013 SAMANTHA CARBOO FOR RANDALL OBENG-SAYKI  \r"", ""COUNSEL FOR DEFENDANT \u2013 ALFRED ENYAAH FOR PETER ZWENNES""], ""combinedParties"": [""WIREN INTERNATIONAL GH LTD - (PLAINTIFF)"", ""MECHANICAL LLYOD CO. LTDMECHANICAL LLYOD CO. LTD - (DEFENDANT)""], ""counsel"": {""Plaintiff/Appellant"": [""COUNSEL""], ""Defendant/Respondent"": [""COUNSEL""]}, ""court"": {""location"": {""city"": ""ACCRA"", ""country"": ""GHANA""}, ""name"": ""HIGH COURT COMMERCIAL DIVISION""}, ""editorialNote"": null, ""headNotes"": null, ""indices"": [], ""judgement"": {""date"": ""2018-03-15T00:00:00.000Z"", ""year"": 2018, ""month"": ""March"", ""day"": 15}, ""judges"": [], ""lawReportsCitations"": [], ""mediaNeutralCitation"": null, ""natureOfProceedings"": null, ""partiesOfSuit"": {""Plaintiff/Appellant"": [""WIREN INTERNATIONAL GH LTD""], ""Defendant/Respondent"": [""MECHANICAL LLYOD CO. LTDMECHANICAL LLYOD CO. LTD""]}, ""presidingJudge"": ""ERIC K. BAFFOUR"", ""source"": ""lawsghana.com"", ""sourceFile"": ""\\original_source_files\\Courts-20230120T154617Z-001\\Courts\\High Court\\2018\\444.html"", ""statutesReferredTo"": [], ""title"": {""long"": ""WIREN INTERNATIONAL GH LTD vs MECHANICAL LLYOD CO.LIMITED"", ""short"": ""WIREN INTERNATIONAL GH LTD vs MECHANICAL LLYOD CO. LTDMECHANICAL LLYOD CO. LTD""}}","[-0.396039217710495, 0.25452297925949097, -0.22932061553001404, -0.33314481377601624, -0.35682615637779236, 0.012796377763152122, 0.38328295946121216, 0.20029641687870026, 0.1562727987766266, 0.02701958641409874, 0.20015087723731995, -0.00717289000749588, 0.2233087569475174, 0.07953819632530212, -0.23786504566669464, 0.2062012106180191, 0.03772668167948723, 0.00928129069507122, -0.11581318080425262, -0.10961146652698517, 0.02002275362610817, 0.27769219875335693, -0.21324089169502258, -0.04396085441112518, -0.03915240988135338, 0.0025064407382160425, 0.001398754771798849, -0.12938091158866882, 0.2765205502510071, -0.1454574465751648, -0.06064675748348236, -0.12920847535133362, -0.32371172308921814, 0.029992200434207916, 0.327960342168808, 0.09422015398740768, -0.4874804615974426, -0.03535984456539154, 0.00879788026213646, 0.04936250299215317, 0.01689916104078293, 0.03325144946575165, -0.14197933673858643, 0.06629674136638641, -0.130390003323555, 0.09509290009737015, -0.09450355917215347, 0.1583881974220276, 0.010026405565440655, 0.09315188974142075, 0.07942084968090057, 0.0516950897872448, 0.14960476756095886, 0.17479607462882996, -0.4254509210586548, -0.5534462928771973, 0.0738418847322464, -0.021647922694683075, -0.06872576475143433, -0.06040411442518234, 0.1765553504228592, 0.09769412875175476, -0.2807503342628479, 0.045353107154369354, -0.04080359265208244, -0.16823835670948029, -0.0035359375178813934, -0.04908479005098343, 0.16120801866054535, 0.4800078868865967, 0.4569033980369568, 0.04012438654899597, -0.15988188982009888, -0.10270647704601288, 0.1574660688638687, -0.22562085092067719, -0.0448746494948864, 0.2568954527378082, -0.1474582403898239, -0.3371042013168335, 0.29720932245254517, -0.11228947341442108, -0.12490835785865784, 0.10983969271183014, -0.30108267068862915, -0.19035431742668152, 0.23714786767959595, 0.12709513306617737, 0.3988572061061859, 0.10241986811161041, 0.052994877099990845, 0.1515427976846695, 0.41917672753334045, -0.006606176495552063, -0.0933111160993576, 0.02509685792028904, 0.15609422326087952, 0.08545226603746414, 0.20843321084976196, -0.0014040153473615646, 0.2969811260700226, 0.18134239315986633, -0.46060314774513245, -0.3191004693508148, -0.15887300670146942, 0.3006667196750641, 0.13572293519973755, -0.2327445149421692, 0.1201624944806099, -0.047715187072753906, -0.40049540996551514, -0.0701114609837532, 0.3408510386943817, -0.2949407994747162, -0.10787175595760345, 0.15096575021743774, 0.055591799318790436, -0.037510164082050323, -0.18316122889518738, -0.28625625371932983, 0.26281794905662537, 0.11177998781204224, -0.12533235549926758, 0.15559130907058716, -0.07160957902669907, 0.10236141085624695, 0.013957266695797443, 0.17779026925563812, -0.12536273896694183, -0.1809920221567154, 0.02176480181515217, -0.06063810735940933, -0.054399773478507996, -0.1016836017370224, 0.2923828661441803, 0.22472363710403442, -0.2601788341999054, -0.06167583167552948, -0.03625623881816864, -0.3368885815143585, 0.06613561511039734, -0.4934244453907013, -0.11173104494810104, 0.16558009386062622, -0.15717284381389618, -0.01342528872191906, 0.05414500832557678, -0.04588356614112854, 0.23189876973628998, -0.10558881610631943, 0.3431370258331299, 0.46022409200668335, -0.11318813264369965, 0.05917878821492195, 0.06747730821371078, 0.2021387666463852, 0.11400178074836731, -0.05651553347706795, -0.08598822355270386, 0.13800829648971558, -0.042055536061525345, -0.12976205348968506, 0.2045089453458786, 0.5761483907699585, -0.18838302791118622, 0.18279889225959778, -0.0706264078617096, -0.08705732971429825, -0.09681838750839233, -0.1424379199743271, 0.22372879087924957, -0.03484225645661354, -0.46576258540153503, 0.06665406376123428, 0.058480404317379, -0.14082950353622437, -0.04834582656621933, 0.1005096286535263, -0.19005753099918365, -0.012156820856034756, 0.07255009561777115, -0.2453652322292328, -0.09953214228153229, 0.18164782226085663, -0.2311510443687439, 0.2523147463798523, -0.23830580711364746, -0.2408493310213089, 0.05096804350614548, 0.09072531759738922, -0.03258678689599037, 0.31517383456230164, -0.5137277245521545, -0.2883506417274475, -0.01395639218389988, -0.19873201847076416, -0.266783744096756, -0.33442020416259766, -0.19920790195465088, 0.5170458555221558, 0.45505818724632263, -0.24817579984664917, -0.12051529437303543, -0.4150236248970032, 0.04346863925457001, 0.2751120626926422, 0.2332552820444107, -0.4919986426830292, -0.14935970306396484, -0.2129763513803482, 0.16510339081287384, 0.10457614064216614, -0.14145317673683167, -0.1573476493358612, 0.1907859593629837, -0.5510311126708984, -0.23103094100952148, 0.03698374330997467, -0.13914112746715546, -0.45152217149734497, -0.2989180088043213, 0.14933595061302185, 0.42107242345809937, -0.22877560555934906, -0.014693649485707283, 0.3886552155017853, 0.006595917046070099, -0.04614000394940376, 0.20028816163539886, -0.019760100170969963, -0.2823862135410309, -0.029451629146933556, 0.04819435253739357, 0.07745247334241867, -0.19619981944561005, -0.025112386792898178, -0.375902384519577, 0.1563214659690857, -0.4367939829826355, -0.09457806497812271, -0.021462660282850266, -0.3052178621292114, -0.06226785108447075, -0.206825852394104, 0.2707981765270233, -0.04643618315458298, 0.1055232435464859, 0.2163488268852234, -0.19306139647960663, 0.2042088806629181, 0.17512395977973938, -0.09198355674743652, 0.43472516536712646, 0.01206711120903492, 0.27243468165397644, -0.09156820178031921, -0.07251814007759094, 0.22841830551624298, -0.1936115026473999, -0.2545314431190491, 0.6230720281600952, -0.04835043475031853, -0.20833070576190948, -0.17797158658504486, 0.3093459904193878, 0.061263926327228546, 0.11566859483718872, -0.1386612355709076, 0.45410406589508057, -0.26658058166503906, 0.4608869254589081, -0.48165884613990784, 0.6985109448432922, 0.03267994895577431, 0.028135910630226135, -0.2814556658267975, 0.029401198029518127, 0.4416632056236267, -0.06849261373281479, 0.16177961230278015, 0.054847873747348785, -0.344138503074646, 0.09369919449090958, -0.012761364690959454, 0.08616966009140015, 0.30459150671958923, -0.002493571490049362, 0.0324125774204731, -0.2571614682674408, -0.10522504895925522, -0.12343589216470718, 0.10563147068023682, 0.2067413330078125, -0.1185796856880188, -0.12781445682048798, -0.22091755270957947, -0.042275771498680115, -0.09456777572631836, 0.37419557571411133, -0.0851619690656662, 0.2709749639034271, -0.3300614058971405, 0.05493093281984329, 0.13288824260234833, 0.034399647265672684, -0.2106199413537979, 0.10238141566514969, 0.33558961749076843, 0.06293454021215439, -0.09393834322690964, 0.19882148504257202, -0.1980055570602417, -0.22735050320625305, 0.38842713832855225, -0.22388236224651337, 0.2807080149650574, -0.09968192875385284, -0.1407059133052826, 0.25691816210746765, 0.1282188594341278, 0.17412249743938446, -0.07648608088493347, -0.12494798004627228, -0.20074200630187988, 0.03839902579784393, -0.0419221892952919, 0.08399763703346252, -0.1305115520954132, -0.2558040916919708, 0.1598319113254547, -0.057567887008190155, -0.13841110467910767, -0.10088782012462616, -0.17214563488960266, -0.4771522581577301, -0.15061846375465393, -0.23951897025108337, 0.16036440432071686, -0.10666617006063461, 0.014758141711354256, 0.0898713544011116, 0.2803073525428772, 0.18013031780719757, -0.31037789583206177, -0.2513529658317566, 0.09139174968004227, -0.05735718458890915, -0.15909799933433533, 0.04194580018520355, 0.22504223883152008, 0.03748062252998352, 0.2832699418067932, 0.4648241698741913, 0.12092382460832596, 0.009163295850157738, -0.1855008900165558, 0.12211522459983826, 0.31643956899642944, 0.08899399638175964, 0.20567768812179565, 0.07818621397018433, 0.4893089532852173, 0.06288456171751022, 0.46734434366226196, 0.14367766678333282, 0.08609461784362793, -0.6659932136535645, -0.20580242574214935, 0.2966684103012085, -0.40141916275024414, -0.17504188418388367, -0.3564002513885498, -0.028092749416828156, 0.5108960866928101, 0.15305934846401215, 0.14474168419837952, 0.34989795088768005, 0.2163299024105072, 0.1307562291622162, -0.336685448884964, 0.24538534879684448, -0.18010419607162476, -0.12682683765888214, 0.3420903980731964]"
"To Plaintiff Defendant took several months before it notified Plaintiff that it had repaired its vehicle whereupon the Plaintiff notified the Defendant that it was no longer interested in taking back the vehicle due to the security concerns it had about the vehicle when the fire incident happened. To Plaintiff whiles discussions was ongoing regarding the vehicle, Defendant’s shop was flooded seriously affecting the vehicle but Defendant has failed to disclose to Plaintiff the full extent of the damage caused to the vehicle and contend that Defendant had been negligent. To Plaintiff overtures made towards an amicable settlement was met with lukewarm reception by the Defendant compelling the chair of Plaintiff’s CEO, Mr. Wiredu to fall on the vehicle of his wife resulting in inconveniences to his family and occasioning great loss and damage to him. Plaintiff states the particulars of the specific damage as loss of the BMW 7 series valued by Assenta Properties to be €60,000","{""booksReferredTo"": [], ""caseId"": {""number"": ""CM/0103/2016"", ""type"": ""SUIT""}, ""casesReferredTo"": [], ""combinedCounsel"": [""COUNSEL FOR PLAINTIFF \u2013 SAMANTHA CARBOO FOR RANDALL OBENG-SAYKI  \r"", ""COUNSEL FOR DEFENDANT \u2013 ALFRED ENYAAH FOR PETER ZWENNES""], ""combinedParties"": [""WIREN INTERNATIONAL GH LTD - (PLAINTIFF)"", ""MECHANICAL LLYOD CO. LTDMECHANICAL LLYOD CO. LTD - (DEFENDANT)""], ""counsel"": {""Plaintiff/Appellant"": [""COUNSEL""], ""Defendant/Respondent"": [""COUNSEL""]}, ""court"": {""location"": {""city"": ""ACCRA"", ""country"": ""GHANA""}, ""name"": ""HIGH COURT COMMERCIAL DIVISION""}, ""editorialNote"": null, ""headNotes"": null, ""indices"": [], ""judgement"": {""date"": ""2018-03-15T00:00:00.000Z"", ""year"": 2018, ""month"": ""March"", ""day"": 15}, ""judges"": [], ""lawReportsCitations"": [], ""mediaNeutralCitation"": null, ""natureOfProceedings"": null, ""partiesOfSuit"": {""Plaintiff/Appellant"": [""WIREN INTERNATIONAL GH LTD""], ""Defendant/Respondent"": [""MECHANICAL LLYOD CO. LTDMECHANICAL LLYOD CO. LTD""]}, ""presidingJudge"": ""ERIC K. BAFFOUR"", ""source"": ""lawsghana.com"", ""sourceFile"": ""\\original_source_files\\Courts-20230120T154617Z-001\\Courts\\High Court\\2018\\444.html"", ""statutesReferredTo"": [], ""title"": {""long"": ""WIREN INTERNATIONAL GH LTD vs MECHANICAL LLYOD CO.LIMITED"", ""short"": ""WIREN INTERNATIONAL GH LTD vs MECHANICAL LLYOD CO. LTDMECHANICAL LLYOD CO. LTD""}}","[-0.1759086549282074, 0.3731483519077301, 0.08022702485322952, -0.2545691132545471, -0.3121749460697174, -0.15578001737594604, 0.2946239709854126, 0.13437341153621674, 0.0192362479865551, 0.037929777055978775, 0.11572472006082535, 0.27198535203933716, 0.2187386453151703, 0.11332439631223679, 0.03280218318104744, 0.18589124083518982, 0.02950255572795868, -0.11102030426263809, 0.059280864894390106, -0.03678211569786072, -0.2107211798429489, 0.11658445000648499, -0.2887929379940033, -0.1879062056541443, -0.18667200207710266, -0.0830097422003746, 0.016765516251325607, 0.027196282520890236, 0.13859491050243378, -0.004769433289766312, -0.30159568786621094, 0.016864299774169922, -0.3497244119644165, 0.0807703509926796, 0.24559037387371063, -0.08357639610767365, -0.36309391260147095, 0.11646286398172379, -0.03139819949865341, -0.12030811607837677, -0.07672101259231567, 0.03969152271747589, -0.19618438184261322, -0.06121298670768738, -0.11853687465190887, 0.014548137784004211, 0.10663245618343353, 0.1294821947813034, -0.15931442379951477, -0.10224410891532898, -0.18461132049560547, -0.015003354288637638, 0.09269709140062332, 0.20316928625106812, -0.28347498178482056, -0.21263696253299713, 0.1850573867559433, 0.2535850703716278, -0.2760150730609894, -0.24945828318595886, 0.3387552797794342, -0.302234947681427, -0.36105191707611084, -0.19701774418354034, 0.17145395278930664, -0.2264217734336853, 0.15739473700523376, -0.08985476940870285, 0.25637388229370117, 0.503811240196228, 0.4386913776397705, 0.1769559383392334, 0.03153029456734657, 0.0944557636976242, 0.167901411652565, -0.22720609605312347, -0.05480535328388214, 0.3674069941043854, 0.09254949539899826, -0.3239823579788208, 0.12743788957595825, -0.30348560214042664, -0.3516591191291809, -0.05819680169224739, -0.3905251622200012, -0.23058128356933594, 0.09892172366380692, 0.04749157652258873, 0.13560377061367035, -0.05893334373831749, 0.03793143481016159, -0.09890870749950409, 0.5970497727394104, -0.1308203786611557, 0.007013954222202301, 0.0025112852454185486, 0.15962716937065125, 0.21143662929534912, 0.11863308399915695, -0.09567341953516006, 0.22922083735466003, 0.1855907440185547, -0.3574417233467102, -0.4412921667098999, -0.02802984230220318, 0.08333273231983185, 0.19327937066555023, -0.08958029001951218, 0.09992999583482742, 0.20339317619800568, -0.38007551431655884, 0.24278560280799866, 0.34611186385154724, -0.41109421849250793, -0.3026639223098755, 0.244136244058609, -0.22988644242286682, 0.22445020079612732, -0.06424282491207123, -0.48865896463394165, 0.4074923098087311, 0.13800379633903503, -0.12446054816246033, 0.06637202203273773, -0.2541220784187317, 0.033679258078336716, 0.10516203939914703, 0.09988026320934296, -0.012884876690804958, -0.1052212044596672, -0.1636234074831009, -0.17295676469802856, 0.23861205577850342, 0.16817954182624817, 0.1769881248474121, 0.2780524492263794, -0.12832580506801605, 0.005080105736851692, -0.3237297534942627, -0.16481663286685944, 0.23506298661231995, -0.46866533160209656, -0.0896657407283783, 0.11940115690231323, -0.40756380558013916, 0.03998831287026405, 0.041780441999435425, 0.00752432132139802, 0.2186691015958786, -0.05780743807554245, 0.20673847198486328, 0.5430243611335754, -0.2888057231903076, 0.09996037930250168, -0.21283100545406342, 0.1995348334312439, 0.0139851626008749, -0.013036023825407028, -0.05736374855041504, 0.4616623520851135, 0.13792464137077332, 0.06083019822835922, 0.29639285802841187, 0.37687593698501587, 0.004947132430970669, 0.11051017791032791, 0.10777152329683304, -0.15597718954086304, -0.1395384669303894, -0.12290273606777191, 0.11642717570066452, 0.006475392729043961, -0.351331889629364, 0.044256895780563354, -0.1957722157239914, -0.18893152475357056, -0.12879258394241333, 0.267182856798172, -0.23133236169815063, 0.09048955887556076, 0.2570090889930725, 0.0644848570227623, -0.02673957869410515, 0.16540758311748505, 0.11054953932762146, 0.02030601166188717, -0.09260660409927368, -0.07722365856170654, 0.01194712333381176, 0.03974074870347977, -0.026805784553289413, -0.13053229451179504, -0.1463022530078888, -0.08126571774482727, 0.07314673811197281, -0.0633409172296524, -0.02941739931702614, -0.44554638862609863, -0.10735958069562912, 0.5824041366577148, 0.33836719393730164, -0.05056964233517647, -0.2573772966861725, -0.39873871207237244, -0.06264416873455048, 0.36925050616264343, 0.1946212351322174, -0.4115462899208069, -0.15850692987442017, -0.3330862522125244, 0.08084817975759506, 0.07128340750932693, -0.16200396418571472, -0.27715954184532166, -0.035972923040390015, -0.46759334206581116, -0.4503941237926483, 0.40539872646331787, 0.17706243693828583, -0.21447916328907013, -0.2727539539337158, 0.3966022729873657, 0.5448039770126343, -0.29242372512817383, 0.07248271256685257, 0.28730887174606323, -0.07233159989118576, -0.07193523645401001, 0.11164601892232895, -0.12798632681369781, -0.19584237039089203, -0.08040671050548553, 0.026174396276474, -0.0459519661962986, -0.299211323261261, 0.06876171380281448, -0.2676210105419159, 0.12568768858909607, -0.48541098833084106, 0.1032928004860878, 0.27138185501098633, -0.45463210344314575, -0.09783249348402023, -0.06523452699184418, 0.41352787613868713, -0.057682763785123825, -0.2632429897785187, 0.14188656210899353, -0.1757492870092392, 0.07766582071781158, 0.5054656863212585, -0.35543495416641235, -0.0112118199467659, 0.024275407195091248, 0.1792067438364029, 0.04605356976389885, -0.2434154450893402, 0.2107224315404892, -0.204035222530365, 0.008398383855819702, 0.6029905080795288, -0.03884398192167282, -0.09609893709421158, -0.25237414240837097, 0.42984309792518616, -0.004079465754330158, 0.018494822084903717, -0.18564869463443756, 0.6241436004638672, -0.30944520235061646, 0.28342995047569275, -0.6696822643280029, 0.4135884940624237, 0.018719587475061417, 0.1608128696680069, -0.1908010095357895, 0.03185586631298065, 0.031000696122646332, -0.1238856315612793, 0.16568054258823395, -0.004387134686112404, -0.4210889935493469, 0.16701599955558777, 0.11612417548894882, 0.2759472727775574, 0.09127839654684067, 0.08375291526317596, -0.24640244245529175, -0.27543896436691284, -0.06547974050045013, -0.10545071214437485, 0.013744577765464783, 0.1871056705713272, -0.18681927025318146, -0.11809316277503967, -0.12596336007118225, 0.016542639583349228, -0.0628223568201065, 0.24052590131759644, -0.082350954413414, 0.12922002375125885, -0.25573116540908813, -0.17384418845176697, 0.10857140272855759, 0.11149147152900696, 0.009981716051697731, 0.09860039502382278, 0.2593733072280884, 0.03414974734187126, 0.1070556640625, 0.08252093195915222, -0.29082345962524414, -0.10038018226623535, 0.18410474061965942, -0.0919601321220398, 0.23303499817848206, 0.10988768190145493, -0.13038480281829834, 0.11678517609834671, 0.14706240594387054, 0.15553395450115204, 0.039079684764146805, -0.08144959062337875, -0.07025854289531708, 0.2569025754928589, -0.10226653516292572, 0.05551590025424957, 0.22789092361927032, -0.32307079434394836, -0.06485714018344879, -0.36448976397514343, 0.07892882823944092, -0.12105018645524979, 0.06442226469516754, -0.1682349443435669, -0.07441311329603195, -0.29039520025253296, 0.14115828275680542, -0.2400389462709427, 0.19413475692272186, 0.159107506275177, 0.1994445025920868, 0.0018763430416584015, -0.1389787793159485, -0.15444327890872955, 0.005038286559283733, 0.04864174500107765, -0.028191670775413513, 0.15341955423355103, 0.16937509179115295, -0.19339394569396973, 0.2281917929649353, 0.3522781431674957, 0.1623440831899643, 0.07900049537420273, -0.34240248799324036, 0.17204740643501282, 0.341694712638855, 0.13089856505393982, -0.22211098670959473, -0.23403635621070862, 0.5260040760040283, 0.07028871774673462, 0.5087594985961914, 0.19548478722572327, 0.25456294417381287, -0.603866457939148, -0.018448621034622192, 0.13536515831947327, -0.2621166706085205, -0.11201517283916473, -0.26962071657180786, -0.05579135939478874, 0.24640272557735443, 0.2311355322599411, 0.014587831683456898, 0.36078476905822754, 0.13638165593147278, 0.1385345458984375, 0.003489353694021702, -0.024258140474557877, 0.044206246733665466, -0.04726213216781616, 0.3496529459953308]"
